ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
137	Allium porrum	''	There are many named varieties of this annual vegetable, with new forms being developed each year. At present there is not time to enter these in the database and it is recommended that you consult the book 'The Fruit and Vegetable Finder' which is updated regularly and can be obtained from libraries.		0	0	1996-01-10 00:00
138	Allium roseum	''	No entries have been made for this species as yet.		0	0	
139	Allium sativum	''	No entries have been made for this species as yet.		0	0	
140	Allium sativum ophioscorodon	'De Vivo'	Produces very large bulbs that are easily peeled[183]. It has excellent commercial potential for the restaurant trade, it is one of the largest cultivars of this species[183].		0	0	19/10/96 0:00:00
141	Allium sativum ophioscorodon	'Early Red'	A rare cultivar with medium-size bulbs, it does well in the mid-Atlantic region of USA[183].		0	0	19/10/96 0:00:00
142	Allium sativum ophioscorodon	'French'	Medium to large bulbs with dull-purple blotching[183]. Mostly 8 - 10 cloves per bulb, with some doubling[183]. The cloves are light brown to purple blushed[183].		0	0	19/10/96 0:00:00
143	Allium sativum ophioscorodon	'German Red'	A large bright-purple bulb weighing up to 125 grammes with 8 - 12 cloves per bulb[183]. Yellow fleshed with easy to peel cloves[183].This cultivar is recommended for those who will use a lot of garlic quickly, or will preserve it by drying or other means[183]. It also produces large topsets, about the size of pinenuts[183].Optimum vigour, flavour and quality occur when grown in areas with cold winters[183].		0	0	19/10/96 0:00:00
144	Allium sativum ophioscorodon	'Himalayan'	Produces rough-shaped bulbs up to 6cm in diameter consisting of a core of poorly defined central cloves surrounded by large cloves, mostly on opposite sides of the bulb[183]. They are flavourful and pungent[183].An extremely cold-hardy plant, succeeding at elevations above 2,500 metres in the Himalayas, it also produces bulbils lower on the stalk and even at the top of the bulb[183].		0	0	19/10/96 0:00:00
145	Allium sativum ophioscorodon	'Russian'	A strong-growing plant, it produces large underground bulbs, plus smaller bulbils on the above ground stems[183]. The quality is excellent[183].A very winter hardy plant[183].		0	0	19/10/96 0:00:00
146	Allium sativum ophioscorodon	'Spanish Roja'	A very large gourmet type[183]. The skin is reddish, the bulb forming about 10 cloves with smaller bulbils on the top stems[183]. An excellent keeper, it is good fresh and has a pungent flavour, it peels easily[183]'A winter hardy plant[183].	'Rojas'	0	0	19/10/96 0:00:00
147	Allium schoenoprasum	'Extra Fine Leaved'	A special strain with a very fine leaf, it is much in demand for growing as a commercial crop[183].		0	0	30/9/96 0:00:00
148	Allium schoenoprasum	'Forescate'	A very attractive form with clear bright rose-red flower heads. It has a good flavour for culinary use[183].		0	0	30/9/96 0:00:00
149	Allium schoenoprasum	'Fruhlau'	An earlier and more productive clone, growing to about 22cm[183]. The plants can be cut more frequently than other forms[183].		0	0	30/9/96 0:00:00
150	Allium schoenoprasum	'White'	A very ornamental form with white flowers[K]. The plant is very productive and the quality of the leaves is good[K].		0	0	30/9/96 0:00:00
151	Allium stellatum	''	No entries have been made for this species as yet.		0	0	
152	Allium thunbergii	'Ozawa'	Smaller than the species, growing to about 30cm tall[200, 203].		0	0	26/1/97 0:00:00
153	Allium tuberosum	''	No entries have been made for this species as yet.		0	0	
154	Alnus glutinosa	''	There are many named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
155	Alstroemeria aurea	''	There are many named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
156	Amaranthus cruentus	'1041'	A uniform, high-yielding green plant, with predominantly white seeds[183].Growing to 1.8 metres tall, it is mostly single-stemmed when planted at recommended densities[183]. A medium-length growing season, plants are somewhat resistant to Lygus infestations[183]. This is the most commonly grown cultivar in N. America[183].	'R149'	0	0	13/10/96 0:00:00
157	Amaranthus cruentus	'Golden Giant'	The plant produces large orange-golden seedheads. The relatively large seeds are mixed light and dark gold[183]. Yields of up to 450 grammes per plant have been achieved[183].An early, heavy bearing ornamental cultivar, maturing in 120 days from sowing the seed[183]. It grows to 2.4 metres tall and does not produce side branches[183]. The leaves are green with golden brown veins, the stalks and flower heads are also golden brown[183]. The seed is easily gathered and threshed, but the plants are somewhat prone to lodging[183].		0	0	13/10/96 0:00:00
158	Amaranthus cruentus	'Oeschberg'	A very productive plant, growing 1 metre tall and capable of yields up to 2.5 tonnes per hectare[183].		0	0	24/12/99 0:00:00
159	Amaranthus cruentus	'Popping'	The white seed can be popped in a frying pan or a wok at high temperatures - no oil is needed[183].A high yielding plant with a red and tan seed head[183]. It breaks off easily in the wind[183]. The plant matures a crop within 110 days from sowing[183].		0	0	13/10/96 0:00:00
160	Amaranthus cruentus	'R158'	The medium-size white seeds are high in the amino acid lysine[183]. They are used to make a flour, for popping or for sprouting[183].A very early-maturing plant, capable of ripening a seed crop with 93 days from sowing, it has ornamental red leaves and stems[183]. A vigorous growing and high yielding plant, but it lodges easily[183]. Harvest, thresh and winnow the seed after the first frosts[183].Plants are best grown 7 - 10cm apart in rows 60cm apart[183].		0	0	13/10/96 0:00:00
161	Amaranthus dubius	''	No entries have been made for this species as yet.		0	0	
162	Amaranthus hybridus	''	No entries have been made for this species as yet.		0	0	
163	Amaranthus hypochondriacus	'Burgundy'	The seeds are small and creamy white/beige[183].A widely adapted cultivar, able to mature a seed crop in 105 days from sowing[183]. It has yielded well on the Olympic Peninsula of Washington and on the windswept plains of N. Kansas[183]. The plant is heavy yielding and has striking purplish-red foliage, stalks and seedheads[183]. Plants grow 1.5 - 2.1 metres tall[183].		0	0	13/10/96 0:00:00
164	Amaranthus hypochondriacus	'Golden Grain'	The grain gives a delightful crunchy texture when added to bread recipes[183].An early maturing strain with golden yellow to orange foliage and seedheads[183]. The uniform short plants are about 1.3 metres tall[183]. Easier for mechanical harvesting, but less productive than 'Burgundy'[183].		0	0	13/10/96 0:00:00
165	Amaranthus mangostanus	''	No entries have been made for this species as yet.		0	0	
166	Amaranthus tricolor	'Purple Giant'	A very fast growing cultivar with attractive purple foliage and black seeds[183]. The first harvest of leaves is ready in 3 weeks from germination[183].		0	0	13/10/96 0:00:00
167	Amaranthus tricolor	'Red Stripe'	The large oval leaves are patterned with deep red[183]. They are good stir-fried with pepper and onions[183].An easily grown heat tolerant plant to about 45cm tall[183].		0	0	13/10/96 0:00:00
168	Amaranthus tricolor	'Tampala'	A heat-resistant spinach substitute, ready in 6 - 8 weeks after sowing and producing all summer[183]. The young tender leaves cook quickly and are also good raw in salads[183]. The stems can be harvested when about 10 - 12cm long and cooked like asparagus, they have an artichoke-like flavour[183].	'Fordbrook Spinach'	0	0	13/10/96 0:00:00
169	Amaranthus tricolor	'White Round Leaf'	The large light-green rounded leaves are produced on bushy plants about 45cm tall[183]. The tender succulent leaves and young stems are cooked like spinach or are added to salads[183].An easily grown cultivar that withstands heat well and matures a leaf crop within 50 days from sowing[183].		0	0	13/10/96 0:00:00
170	Amelanchier alnifolia	'Altaglow'	A white-fruited ornamental form[183].A pyramidal shrub, growing to 4.5 metres tall[183].		0	0	1996-07-10 00:00
171	Amelanchier alnifolia	'Beaverlodge'	Large juicy fruit with excellent flavour[183].		0	0	1996-07-10 00:00
172	Amelanchier alnifolia	'Forestburg'	The large, mild-flavoured fruit is about 12mm in diameter and is produced in very tight clusters[183].		0	0	1996-07-10 00:00
